cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2021_poblacion_2001;2021_poblacion_1996;2021_no_migrantes;2021_porcentaje_de_no_migrantes_;2021_inmigrantes_1996-2001;2021_porcentaje_de_inmigrantes_recientes;2021_emigrantes_1996-2001;2021_porcentaje_de_emigrantes_recientes;2021_migracion_neta;2021_migracion_bruta;2021_tasa_de_inmigracion;2021_tasa_de_emigracion;2021_tasa_de_migracion_neta;2021_indice_de_eficacia_migratoria;2001_poblacion_2001;2001_poblacion_2007;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_2007-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_2007-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2019-2024;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2019-2024;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2041;18;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Mujeres;7110;7520;6942;0;168;0;578;0;-410;746;5;16;-11;-1;6991;7504;6876;0;115;0;628;0;-513;743;3;17;-14;-1;5581;5811;5403;0;178;0;408;0;-230;586;6;14;-8;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2042;19;Provincia;Chuquisaca;Azurduy;;Azurduy;22777;24740;22227;0;550;0;2513;0;-1963;3063;5;21;-17;-1;21660;23621;20857;0;803;0;2764;1;-1961;3567;7;24;-17;-1;20978;22126;20192;0;786;0;1934;0;-1148;2720;7;18;-11;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2043;20;Provincia;Chuquisaca;Azurduy;;Hombres;11256;12147;10955;0;301;0;1192;0;-891;1493;5;20;-15;-1;11012;11937;10596;0;416;0;1341;0;-925;1757;7;23;-16;-1;10423;11056;10059;0;364;0;997;0;-633;1361;7;19;-12;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2044;21;Provincia;Chuquisaca;Azurduy;;Mujeres;11521;12593;11272;0;249;0;1321;0;-1072;1570;4;22;-18;-1;10648;11684;10261;0;387;0;1423;1;-1036;1810;7;26;-19;-1;10555;11070;10133;0;422;0;937;0;-515;1359;8;17;-10;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2045;22;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;9397;10227;9149;0;248;0;1078;0;-830;1326;5;22;-17;-1;9240;10424;8876;0;364;0;1548;0;-1184;1912;7;32;-24;-1;6622;7419;6305;0;317;0;1114;0;-797;1431;9;32;-23;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2046;23;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Hombres;4580;4944;4437;0;143;0;507;0;-364;650;6;21;-15;-1;4715;5267;4516;0;199;0;751;0;-552;950;8;30;-22;-1;3354;3778;3199;0;155;0;579;0;-424;734;9;33;-24;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2047;24;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Mujeres;4817;5283;4712;0;105;0;571;0;-466;676;4;23;-19;-1;4525;5157;4360;0;165;0;797;0;-632;962;7;33;-26;-1;3268;3641;3106;0;162;0;535;0;-373;697;9;31;-22;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2048;25;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;13290;14039;12937;0;353;0;1102;0;-749;1455;5;16;-11;-1;12420;13197;11917;0;503;0;1280;0;-777;1783;8;20;-12;0;14356;14707;13833;0;523;0;874;0;-351;1397;7;12;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2049;26;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Hombres;6615;6961;6435;0;180;0;526;0;-346;706;5;16;-10;-1;6297;6670;6043;0;254;0;627;0;-373;881;8;19;-12;0;7069;7278;6833;0;236;0;445;0;-209;681;7;12;-6;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2050;27;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Mujeres;6675;7078;6502;0;173;0;576;0;-403;749;5;17;-12;-1;6123;6527;5874;0;249;0;653;0;-404;902;8;21;-13;0;7287;7429;7000;0;287;0;429;0;-142;716;8;12;-4;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2051;28;Provincia;Chuquisaca;Zudáñez;;Zudáñez;27439;29481;26285;0;1154;0;3196;1;-2042;4350;8;23;-14;-1;34019;35525;32704;0;1315;0;2821;1;-1506;4136;8;16;-9;0;38249;38754;36925;0;1324;0;1829;0;-505;3153;7;10;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2052;29;Provincia;Chuquisaca;Zudáñez;;Hombres;13703;14581;13084;0;619;0;1497;0;-878;2116;9;21;-12;0;17135;17844;16466;0;669;0;1378;0;-709;2047;8;16;-8;0;19702;19927;19023;0;679;0;904;0;-225;1583;7;9;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2053;30;Provincia;Chuquisaca;Zudáñez;;Mujeres;13736;14900;13201;0;535;0;1699;1;-1164;2234;8;24;-16;-1;16884;17681;16238;0;646;0;1443;1;-797;2089;8;17;-9;0;18547;18827;17902;0;645;0;925;0;-280;1570;7;10;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2054;31;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Zudáñez;6305;6652;5846;0;459;0;806;0;-347;1265;14;25;-11;0;9931;10257;9516;0;415;0;741;0;-326;1156;8;15;-7;0;11768;11828;11162;0;606;0;666;0;-60;1272;10;11;-1;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2055;32;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Hombres;3181;3320;2936;0;245;0;384;0;-139;629;15;24;-9;0;5059;5199;4853;0;206;0;346;0;-140;552;8;14;-6;0;6147;6150;5820;0;327;0;330;0;-3;657;11;11;0;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2056;33;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Mujeres;3124;3332;2910;0;214;0;422;0;-208;636;13;26;-13;0;4872;5058;4663;0;209;0;395;0;-186;604;8;16;-8;0;5621;5678;5342;0;279;0;336;0;-57;615;10;12;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2057;34;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Presto;7439;7939;7268;0;171;0;671;0;-500;842;4;18;-13;-1;10641;10971;10362;0;279;0;609;0;-330;888;5;11;-6;0;10507;10638;10230;0;277;0;408;0;-131;685;5;8;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2058;35;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Hombres;3630;3855;3550;0;80;0;305;0;-225;385;4;16;-12;-1;5412;5557;5277;0;135;0;280;0;-145;415;5;10;-5;0;5517;5576;5385;0;132;0;191;0;-59;323;5;7;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2059;36;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Mujeres;3809;4084;3718;0;91;0;366;0;-275;457;5;19;-14;-1;5229;5414;5085;0;144;0;329;0;-185;473;5;12;-7;0;4990;5062;4845;0;145;0;217;0;-72;362;6;9;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2060;37;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Mojocoya;6689;6926;6394;0;295;0;532;0;-237;827;9;16;-7;0;6892;7212;6513;0;379;0;699;0;-320;1078;11;20;-9;0;8016;8142;7751;0;265;0;391;0;-126;656;7;10;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2061;38;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Hombres;3376;3484;3228;0;148;0;256;0;-108;404;9;15;-6;0;3386;3556;3198;0;188;0;358;0;-170;546;11;21;-10;0;3991;4057;3865;0;126;0;192;0;-66;318;6;10;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2062;39;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Mujeres;3313;3442;3166;0;147;0;276;0;-129;423;9;16;-8;0;3506;3656;3315;0;191;0;341;0;-150;532;11;19;-8;0;4025;4085;3886;0;139;0;199;0;-60;338;7;10;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2063;40;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Icla;6821;7155;6562;0;259;0;593;0;-334;852;7;17;-10;0;6555;7085;6276;0;279;0;809;0;-530;1088;8;24;-16;-1;7958;8146;7733;0;225;0;413;0;-188;638;6;10;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2064;41;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Hombres;3398;3526;3247;0;151;0;279;0;-128;430;9;16;-7;0;3278;3532;3125;0;153;0;407;0;-254;560;9;24;-15;-1;4047;4144;3935;0;112;0;209;0;-97;321;6;10;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2065;42;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Mujeres;3423;3629;3315;0;108;0;314;0;-206;422;6;18;-12;-1;3277;3553;3151;0;126;0;402;0;-276;528;7;24;-16;-1;3911;4002;3798;0;113;0;204;0;-91;317;6;10;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2066;43;Provincia;Chuquisaca;Tomina;;Tomina;31819;34323;30329;1;1490;0;3994;1;-2504;5484;9;24;-15;-1;30935;32662;29131;0;1804;0;3531;1;-1727;5335;11;22;-11;0;29282;29635;27402;0;1880;0;2233;0;-353;4113;13;15;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2067;44;Provincia;Chuquisaca;Tomina;;Hombres;16127;17245;15339;1;788;0;1906;1;-1118;2694;9;23;-13;0;15667;16537;14725;0;942;0;1812;1;-870;2754;12;23;-11;0;14854;14982;13898;0;956;0;1084;0;-128;2040;13;15;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2068;45;Provincia;Chuquisaca;Tomina;;Mujeres;15692;17078;14990;1;702;0;2088;1;-1386;2790;9;26;-17;-1;15268;16125;14406;0;862;0;1719;1;-857;2581;11;22;-11;0;14428;14653;13504;0;924;0;1149;0;-225;2073;13;16;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2069;46;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Padilla;10592;11593;9929;0;663;0;1664;0;-1001;2327;12;30;-18;0;9085;9812;8488;0;597;0;1324;0;-727;1921;13;28;-15;0;7771;8108;7151;0;620;0;957;0;-337;1577;16;24;-9;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2070;47;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Hombres;5326;5765;4959;0;367;0;806;0;-439;1173;13;29;-16;0;4617;4995;4295;0;322;0;700;0;-378;1022;13;29;-16;0;3926;4076;3611;0;315;0;465;0;-150;780;16;23;-8;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2071;48;Municipio/TIOC;Chuquisaca;Tomina;Padilla;Mujeres;5266;5828;4970;0;296;0;858;0;-562;1154;11;31;-20;-1;4468;4817;4193;0;275;0;624;0;-349;899;12;27;-15;0;3845;4032;3540;0;305;0;492;0;-187;797;16;25;-10;0
