cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_1996;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_1996-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_1996-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2012_poblacion_2012;2012_poblacion_2007;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes_2012-2007;2012_porcentaje_de_inmigrantes_recientes;2012_emigrantes_2012-2007;2012_porcentaje_de_emigrantes_recientes;2012_migracion_neta;2012_migracion_bruta;2012_tasa_de_inmigracion;2012_tasa_de_emigracion;2012_tasa_de_migracion_neta;2012_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2024-2019;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2024-2019;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2034;11;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Hombres;32061;30590;28132;2;3929;4;2458;2;1471;6387;25;16;9;0;34911;34605;31732;3;3179;4;2873;3;306;6052;18;17;2;0;34711;34734;32940;3;1771;2;1794;2;-23;3565;10;10;0;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2035;12;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Mujeres;32749;31124;28173;2;4576;4;2951;3;1625;7527;29;19;10;0;35084;34805;31728;3;3356;4;3077;4;279;6433;19;18;2;0;34147;34180;32508;3;1639;2;1672;2;-33;3311;10;10;0;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2036;13;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;3381;3474;3170;0;211;0;304;0;-93;515;12;18;-5;0;2630;2674;2471;0;159;0;203;0;-44;362;12;15;-3;0;1926;1818;1727;0;199;0;91;0;108;290;21;10;12;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2037;14;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Hombres;1764;1769;1633;0;131;0;136;0;-5;267;15;15;-1;0;1370;1372;1268;0;102;0;104;0;-2;206;15;15;0;0;989;926;877;0;112;0;49;0;63;161;23;10;13;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2038;15;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Mujeres;1617;1705;1537;0;80;0;168;0;-88;248;10;20;-11;0;1260;1302;1203;0;57;0;99;0;-42;156;9;16;-7;0;937;892;850;0;87;0;42;0;45;129;19;9;10;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2039;16;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;5369;5713;5295;0;74;0;418;0;-344;492;3;15;-12;-1;5184;5522;5120;0;64;0;402;0;-338;466;2;15;-13;-1;3530;3683;3440;0;90;0;243;0;-153;333;5;14;-9;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2040;17;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Hombres;2762;2925;2731;0;31;0;194;0;-163;225;2;14;-12;-1;2646;2798;2604;0;42;0;194;0;-152;236;3;14;-11;-1;1813;1877;1757;0;56;0;120;0;-64;176;6;13;-7;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2041;18;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Mujeres;2607;2788;2564;0;43;0;224;0;-181;267;3;17;-13;-1;2538;2724;2516;0;22;0;208;0;-186;230;2;16;-14;-1;1717;1806;1683;0;34;0;123;0;-89;157;4;14;-10;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2042;19;Provincia;Chuquisaca;Azurduy;;Azurduy;9867;10663;9730;0;137;0;933;0;-796;1070;3;18;-16;-1;8697;9579;8509;0;188;0;1070;1;-882;1258;4;23;-19;-1;6140;6521;5962;0;178;0;559;0;-381;737;6;18;-12;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2043;20;Provincia;Chuquisaca;Azurduy;;Hombres;4832;5301;4763;0;69;0;538;1;-469;607;3;21;-19;-1;4548;4942;4456;0;92;0;486;1;-394;578;4;21;-17;-1;3132;3345;3048;0;84;0;297;0;-213;381;5;18;-13;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2044;21;Provincia;Chuquisaca;Azurduy;;Mujeres;5035;5362;4967;0;68;0;395;0;-327;463;3;15;-13;-1;4149;4637;4053;0;96;0;584;1;-488;680;4;27;-22;-1;3008;3176;2914;0;94;0;262;0;-168;356;6;17;-11;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2045;22;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;3903;4274;3854;0;49;0;420;0;-371;469;2;21;-18;-1;3645;4180;3565;0;80;0;615;0;-535;695;4;31;-27;-1;2009;2259;1946;0;63;0;313;0;-250;376;6;29;-23;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2046;23;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Hombres;1990;2135;1960;0;30;0;175;0;-145;205;3;17;-14;-1;1907;2145;1862;0;45;0;283;0;-238;328;4;28;-24;-1;1053;1189;1020;0;33;0;169;0;-136;202;6;30;-24;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2047;24;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Mujeres;1913;2139;1894;0;19;0;245;0;-226;264;2;24;-22;-1;1738;2035;1703;0;35;0;332;0;-297;367;4;35;-32;-1;956;1070;926;0;30;0;144;0;-114;174;6;28;-23;-1
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2048;25;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;5940;6218;5804;0;136;0;414;0;-278;550;5;14;-9;-1;5052;5399;4912;0;140;0;487;0;-347;627;5;19;-13;-1;4122;4241;4002;0;120;0;239;0;-119;359;6;11;-6;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2049;26;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Hombres;3028;3146;2966;0;62;0;180;0;-118;242;4;12;-8;-1;2641;2797;2571;0;70;0;226;0;-156;296;5;17;-12;-1;2071;2146;2018;0;53;0;128;0;-75;181;5;12;-7;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2050;27;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Mujeres;2912;3072;2838;0;74;0;234;0;-160;308;5;16;-11;-1;2411;2602;2341;0;70;0;261;0;-191;331;6;21;-15;-1;2051;2095;1984;0;67;0;111;0;-44;178;7;11;-4;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2051;28;Provincia;Chuquisaca;Zudáñez;;Zudáñez;11542;12445;11274;1;268;0;1171;1;-903;1439;5;20;-15;-1;11712;12277;11382;0;330;0;895;1;-565;1225;6;15;-9;-1;10274;10449;9973;0;301;0;476;0;-175;777;6;9;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2052;29;Provincia;Chuquisaca;Zudáñez;;Hombres;5542;6049;5418;1;124;0;631;1;-507;755;4;22;-18;-1;6014;6275;5846;0;168;0;429;1;-261;597;6;14;-9;0;5283;5352;5135;0;148;0;217;0;-69;365;6;8;-3;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2053;30;Provincia;Chuquisaca;Zudáñez;;Mujeres;6000;6396;5856;1;144;0;540;1;-396;684;5;17;-13;-1;5698;6002;5536;0;162;0;466;1;-304;628;6;16;-10;-1;4991;5097;4838;0;153;0;259;0;-106;412;6;10;-4;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2054;31;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Zudáñez;2584;2749;2452;0;132;0;297;0;-165;429;10;22;-12;0;3009;3122;2919;0;90;0;203;0;-113;293;6;13;-7;0;2939;2973;2827;0;112;0;146;0;-34;258;8;10;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2055;32;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Hombres;1344;1417;1276;0;68;0;141;0;-73;209;10;20;-11;0;1541;1584;1498;0;43;0;86;0;-43;129;6;11;-6;0;1507;1511;1448;0;59;0;63;0;-4;122;8;8;-1;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2056;33;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Mujeres;1240;1332;1176;0;64;0;156;0;-92;220;10;24;-14;0;1468;1538;1421;0;47;0;117;0;-70;164;6;16;-9;0;1432;1462;1379;0;53;0;83;0;-30;136;7;12;-4;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2057;34;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Presto;3000;3227;2962;0;38;0;265;0;-227;303;2;17;-15;-1;3612;3754;3547;0;65;0;207;0;-142;272;4;11;-8;-1;3060;3131;3005;0;55;0;126;0;-71;181;4;8;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2058;35;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Hombres;1507;1619;1493;0;14;0;126;0;-112;140;2;16;-14;-1;1887;1950;1856;0;31;0;94;0;-63;125;3;10;-7;-1;1610;1641;1587;0;23;0;54;0;-31;77;3;7;-4;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2059;36;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Mujeres;1493;1608;1469;0;24;0;139;0;-115;163;3;18;-15;-1;1725;1804;1691;0;34;0;113;0;-79;147;4;13;-9;-1;1450;1490;1418;0;32;0;72;0;-40;104;4;10;-5;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2060;37;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Mojocoya;2897;3022;2828;0;69;0;194;0;-125;263;5;13;-8;-1;2536;2631;2430;0;106;0;201;0;-95;307;8;16;-7;0;2155;2169;2087;0;68;0;82;0;-14;150;6;8;-1;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2061;38;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Hombres;1521;1586;1487;0;34;0;99;0;-65;133;4;13;-8;-1;1279;1319;1223;0;56;0;96;0;-40;152;9;15;-6;0;1072;1082;1041;0;31;0;41;0;-10;72;6;8;-2;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2062;39;Municipio/TIOC;Chuquisaca;Zudáñez;Mojocoya;Mujeres;1376;1436;1341;0;35;0;95;0;-60;130;5;14;-9;-1;1257;1312;1207;0;50;0;105;0;-55;155;8;16;-9;0;1083;1087;1046;0;37;0;41;0;-4;78;7;8;-1;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2063;40;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Icla;3011;3211;2964;0;47;0;247;0;-200;294;3;16;-13;-1;2555;2770;2479;0;76;0;291;0;-215;367;6;22;-16;-1;2090;2163;2041;0;49;0;122;0;-73;171;5;12;-7;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2064;41;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Hombres;1599;1681;1570;0;29;0;111;0;-82;140;4;14;-10;-1;1307;1422;1265;0;42;0;157;0;-115;199;6;23;-17;-1;1078;1112;1054;0;24;0;58;0;-34;82;4;11;-6;0
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 5 A 17 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2065;42;Municipio/TIOC;Chuquisaca;Zudáñez;Icla;Mujeres;1412;1530;1394;0;18;0;136;0;-118;154;2;19;-16;-1;1248;1348;1214;0;34;0;134;0;-100;168;5;21;-15;-1;1012;1051;987;0;25;0;64;0;-39;89;5;12;-8;0
