cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_1996;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_1996-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_1996-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2012_poblacion_2012;2012_poblacion_2007;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes_2012-2007;2012_porcentaje_de_inmigrantes_recientes;2012_emigrantes_2012-2007;2012_porcentaje_de_emigrantes_recientes;2012_migracion_neta;2012_migracion_bruta;2012_tasa_de_inmigracion;2012_tasa_de_emigracion;2012_tasa_de_migracion_neta;2012_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2024-2019;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2024-2019;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2035;12;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Mujeres;8092.00;7807.00;7441.00;2.60;651.00;4.20;366.00;2.40;285.00;1017.00;16.40;9.20;7.20;0.30;12790.00;12587.00;12018.00;2.70;772.00;4.40;569.00;3.20;203.00;1341.00;12.20;9.00;3.20;0.20;17199.00;17128.00;16605.00;2.80;594.00;2.80;523.00;2.50;71.00;1117.00;6.90;6.10;0.80;0.10
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2036;13;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;967.00;993.00;946.00;0.20;21.00;0.10;47.00;0.20;-26.00;68.00;4.30;9.60;-5.30;-0.40;1232.00;1221.00;1176.00;0.10;56.00;0.20;45.00;0.10;11.00;101.00;9.10;7.30;1.80;0.10;1494.00;1443.00;1416.00;0.10;78.00;0.20;27.00;0.10;51.00;105.00;10.60;3.70;6.90;0.50
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2037;14;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Hombres;414.00;427.00;403.00;0.20;11.00;0.10;24.00;0.20;-13.00;35.00;5.20;11.40;-6.20;-0.40;515.00;508.00;487.00;0.10;28.00;0.20;21.00;0.10;7.00;49.00;10.90;8.20;2.70;0.10;682.00;646.00;637.00;0.10;45.00;0.20;9.00;0.00;36.00;54.00;13.60;2.70;10.80;0.70
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2038;15;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Mujeres;553.00;566.00;543.00;0.20;10.00;0.10;23.00;0.10;-13.00;33.00;3.60;8.20;-4.60;-0.40;717.00;713.00;689.00;0.20;28.00;0.20;24.00;0.10;4.00;52.00;7.80;6.70;1.10;0.10;812.00;797.00;779.00;0.10;33.00;0.20;18.00;0.10;15.00;51.00;8.20;4.50;3.70;0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2039;16;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;1880.00;1923.00;1864.00;0.30;16.00;0.10;59.00;0.20;-43.00;75.00;1.70;6.20;-4.50;-0.60;2073.00;2117.00;2056.00;0.20;17.00;0.00;61.00;0.20;-44.00;78.00;1.60;5.80;-4.20;-0.60;2265.00;2289.00;2238.00;0.20;27.00;0.10;51.00;0.10;-24.00;78.00;2.40;4.50;-2.10;-0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2040;17;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Hombres;913.00;936.00;906.00;0.40;7.00;0.00;30.00;0.20;-23.00;37.00;1.50;6.50;-5.00;-0.60;991.00;1006.00;979.00;0.30;12.00;0.10;27.00;0.10;-15.00;39.00;2.40;5.40;-3.00;-0.40;1114.00;1120.00;1098.00;0.20;16.00;0.10;22.00;0.10;-6.00;38.00;2.90;3.90;-1.10;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2041;18;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Mujeres;967.00;987.00;958.00;0.30;9.00;0.10;29.00;0.20;-20.00;38.00;1.80;5.90;-4.10;-0.50;1082.00;1111.00;1077.00;0.20;5.00;0.00;34.00;0.20;-29.00;39.00;0.90;6.20;-5.30;-0.70;1151.00;1169.00;1140.00;0.20;11.00;0.10;29.00;0.10;-18.00;40.00;1.90;5.00;-3.10;-0.50
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2042;19;Provincia;Chuquisaca;Azurduy;;Azurduy;2735.00;2807.00;2701.00;0.50;34.00;0.10;106.00;0.40;-72.00;140.00;2.50;7.70;-5.20;-0.50;3173.00;3250.00;3137.00;0.40;36.00;0.10;113.00;0.40;-77.00;149.00;2.20;7.00;-4.80;-0.50;3697.00;3790.00;3654.00;0.30;43.00;0.10;136.00;0.30;-93.00;179.00;2.30;7.30;-5.00;-0.50
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2043;20;Provincia;Chuquisaca;Azurduy;;Hombres;1416.00;1449.00;1397.00;0.50;19.00;0.10;52.00;0.30;-33.00;71.00;2.70;7.30;-4.60;-0.50;1494.00;1525.00;1473.00;0.40;21.00;0.10;52.00;0.30;-31.00;73.00;2.80;6.90;-4.10;-0.40;1817.00;1864.00;1800.00;0.30;17.00;0.10;64.00;0.30;-47.00;81.00;1.80;7.00;-5.10;-0.60
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2044;21;Provincia;Chuquisaca;Azurduy;;Mujeres;1319.00;1358.00;1304.00;0.50;15.00;0.10;54.00;0.40;-39.00;69.00;2.20;8.10;-5.80;-0.60;1679.00;1725.00;1664.00;0.40;15.00;0.10;61.00;0.40;-46.00;76.00;1.80;7.20;-5.40;-0.60;1880.00;1926.00;1854.00;0.30;26.00;0.10;72.00;0.30;-46.00;98.00;2.70;7.60;-4.80;-0.50
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2045;22;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;1165.00;1209.00;1148.00;0.20;17.00;0.10;61.00;0.20;-44.00;78.00;2.90;10.30;-7.40;-0.60;1291.00;1352.00;1274.00;0.20;17.00;0.00;78.00;0.20;-61.00;95.00;2.60;11.80;-9.20;-0.60;1296.00;1372.00;1278.00;0.10;18.00;0.00;94.00;0.20;-76.00;112.00;2.70;14.10;-11.40;-0.70
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2046;23;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Hombres;549.00;573.00;541.00;0.20;8.00;0.10;32.00;0.20;-24.00;40.00;2.90;11.40;-8.60;-0.60;590.00;616.00;581.00;0.20;9.00;0.00;35.00;0.20;-26.00;44.00;3.00;11.60;-8.60;-0.60;639.00;673.00;630.00;0.10;9.00;0.00;43.00;0.20;-34.00;52.00;2.70;13.10;-10.40;-0.70
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2047;24;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Mujeres;616.00;636.00;607.00;0.20;9.00;0.10;29.00;0.20;-20.00;38.00;2.90;9.30;-6.40;-0.50;701.00;736.00;693.00;0.20;8.00;0.00;43.00;0.20;-35.00;51.00;2.20;12.00;-9.70;-0.70;657.00;699.00;648.00;0.10;9.00;0.00;51.00;0.20;-42.00;60.00;2.70;15.00;-12.40;-0.70
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2048;25;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;1559.00;1578.00;1547.00;0.30;12.00;0.00;31.00;0.10;-19.00;43.00;1.50;4.00;-2.40;-0.40;1882.00;1898.00;1857.00;0.20;25.00;0.10;41.00;0.10;-16.00;66.00;2.60;4.30;-1.70;-0.20;2396.00;2412.00;2369.00;0.20;27.00;0.10;43.00;0.10;-16.00;70.00;2.20;3.60;-1.30;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2049;26;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Hombres;766.00;776.00;762.00;0.30;4.00;0.00;14.00;0.10;-10.00;18.00;1.00;3.60;-2.60;-0.60;904.00;909.00;890.00;0.20;14.00;0.10;19.00;0.10;-5.00;33.00;3.10;4.20;-1.10;-0.20;1176.00;1188.00;1166.00;0.20;10.00;0.00;22.00;0.10;-12.00;32.00;1.70;3.70;-2.00;-0.40
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2050;27;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Mujeres;793.00;802.00;785.00;0.30;8.00;0.10;17.00;0.10;-9.00;25.00;2.00;4.30;-2.30;-0.40;978.00;989.00;967.00;0.20;11.00;0.10;22.00;0.10;-11.00;33.00;2.20;4.50;-2.20;-0.30;1220.00;1224.00;1203.00;0.20;17.00;0.10;21.00;0.10;-4.00;38.00;2.80;3.40;-0.70;-0.10
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2051;28;Provincia;Chuquisaca;Zudáñez;;Zudáñez;3005.00;3067.00;2962.00;0.50;43.00;0.10;105.00;0.40;-62.00;148.00;2.80;6.90;-4.10;-0.40;4454.00;4515.00;4388.00;0.50;66.00;0.20;127.00;0.40;-61.00;193.00;2.90;5.70;-2.70;-0.30;5408.00;5454.00;5329.00;0.50;79.00;0.20;125.00;0.30;-46.00;204.00;2.90;4.60;-1.70;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2052;29;Provincia;Chuquisaca;Zudáñez;;Hombres;1627.00;1667.00;1603.00;0.50;24.00;0.20;64.00;0.40;-40.00;88.00;2.90;7.80;-4.90;-0.50;2065.00;2091.00;2032.00;0.50;33.00;0.20;59.00;0.40;-26.00;92.00;3.20;5.70;-2.50;-0.30;2612.00;2630.00;2572.00;0.50;40.00;0.20;58.00;0.30;-18.00;98.00;3.10;4.40;-1.40;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2053;30;Provincia;Chuquisaca;Zudáñez;;Mujeres;1378.00;1400.00;1359.00;0.50;19.00;0.10;41.00;0.30;-22.00;60.00;2.70;5.90;-3.20;-0.40;2389.00;2424.00;2356.00;0.50;33.00;0.20;68.00;0.40;-35.00;101.00;2.70;5.70;-2.90;-0.30;2796.00;2824.00;2757.00;0.50;39.00;0.20;67.00;0.30;-28.00;106.00;2.80;4.80;-2.00;-0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2054;31;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Zudáñez;741.00;760.00;726.00;0.10;15.00;0.00;34.00;0.10;-19.00;49.00;4.00;9.10;-5.10;-0.40;1198.00;1221.00;1173.00;0.10;25.00;0.10;48.00;0.10;-23.00;73.00;4.10;7.90;-3.80;-0.30;1527.00;1545.00;1488.00;0.10;39.00;0.10;57.00;0.10;-18.00;96.00;5.10;7.40;-2.30;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2055;32;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Hombres;340.00;344.00;333.00;0.10;7.00;0.00;11.00;0.10;-4.00;18.00;4.10;6.40;-2.30;-0.20;575.00;585.00;560.00;0.10;15.00;0.10;25.00;0.10;-10.00;40.00;5.20;8.60;-3.40;-0.30;775.00;782.00;750.00;0.10;25.00;0.10;32.00;0.10;-7.00;57.00;6.40;8.20;-1.80;-0.10
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2056;33;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Mujeres;401.00;416.00;393.00;0.10;8.00;0.10;23.00;0.10;-15.00;31.00;3.90;11.30;-7.30;-0.50;623.00;636.00;613.00;0.10;10.00;0.10;23.00;0.10;-13.00;33.00;3.20;7.30;-4.10;-0.40;752.00;763.00;738.00;0.10;14.00;0.10;25.00;0.10;-11.00;39.00;3.70;6.60;-2.90;-0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 60 O MÁS AÑOS EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2057;34;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Presto;842.00;867.00;835.00;0.20;7.00;0.00;32.00;0.10;-25.00;39.00;1.60;7.50;-5.90;-0.60;1266.00;1279.00;1253.00;0.20;13.00;0.00;26.00;0.10;-13.00;39.00;2.00;4.10;-2.00;-0.30;1432.00;1445.00;1422.00;0.10;10.00;0.00;23.00;0.10;-13.00;33.00;1.40;3.20;-1.80;-0.40
