cuadro;no;nivel;departamento;provincia;municipio_tioc_tioc;sexo;2001_poblacion_2001;2001_poblacion_1996;2001_no_migrantes;2001_porcentaje_de_no_migrantes_;2001_inmigrantes_1996-2001;2001_porcentaje_de_inmigrantes_recientes;2001_emigrantes_1996-2001;2001_porcentaje_de_emigrantes_recientes;2001_migracion_neta;2001_migracion_bruta;2001_tasa_de_inmigracion;2001_tasa_de_emigracion;2001_tasa_de_migracion_neta;2001_indice_de_eficacia_migratoria;2012_poblacion_2012;2012_poblacion_2007;2012_no_migrantes;2012_porcentaje_de_no_migrantes_;2012_inmigrantes_2012-2007;2012_porcentaje_de_inmigrantes_recientes;2012_emigrantes_2012-2007;2012_porcentaje_de_emigrantes_recientes;2012_migracion_neta;2012_migracion_bruta;2012_tasa_de_inmigracion;2012_tasa_de_emigracion;2012_tasa_de_migracion_neta;2012_indice_de_eficacia_migratoria;2024_poblacion_2024;2024_poblacion_2019;2024_no_migrantes;2024_porcentaje_de_no_migrantes_;2024_inmigrantes_2024-2019;2024_porcentaje_de_inmigrantes_recientes;2024_emigrantes_2024-2019;2024_porcentaje_de_emigrantes_recientes;2024_migracion_neta;2024_migracion_bruta;2024_tasa_de_inmigracion;2024_tasa_de_emigracion;2024_tasa_de_migracion_neta;2024_indice_de_eficacia_migratoria
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2034;11;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Hombres;23310.00;23610.00;20349.00;2.10;2961.00;2.60;3261.00;2.80;-300.00;6222.00;25.20;27.80;-2.60;0.00;34054.00;35296.00;31118.00;2.20;2936.00;2.60;4178.00;3.70;-1242.00;7114.00;16.90;24.10;-7.20;-0.20;45398.00;46729.00;43163.00;2.50;2235.00;1.80;3566.00;2.80;-1331.00;5801.00;9.70;15.50;-5.80;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2035;12;Municipio/TIOC;Chuquisaca;Oropeza;Sucre;Mujeres;27816.00;27553.00;24762.00;2.40;3054.00;3.30;2791.00;3.00;263.00;5845.00;22.10;20.20;1.90;0.00;39707.00;40363.00;36745.00;2.50;2962.00;3.20;3618.00;3.90;-656.00;6580.00;14.80;18.10;-3.30;-0.10;52331.00;53276.00;50029.00;2.80;2302.00;2.10;3247.00;3.00;-945.00;5549.00;8.70;12.30;-3.60;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2036;13;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Yotala;2299.00;2338.00;2121.00;0.10;178.00;0.10;217.00;0.10;-39.00;395.00;15.40;18.70;-3.40;-0.10;2626.00;2615.00;2450.00;0.10;176.00;0.10;165.00;0.10;11.00;341.00;13.40;12.60;0.80;0.00;2787.00;2663.00;2551.00;0.10;236.00;0.10;112.00;0.00;124.00;348.00;17.30;8.20;9.10;0.40
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2037;14;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Hombres;1068.00;1073.00;967.00;0.10;101.00;0.10;106.00;0.10;-5.00;207.00;18.90;19.80;-0.90;0.00;1289.00;1279.00;1195.00;0.10;94.00;0.10;84.00;0.10;10.00;178.00;14.60;13.10;1.60;0.10;1394.00;1316.00;1261.00;0.10;133.00;0.10;55.00;0.00;78.00;188.00;19.60;8.10;11.50;0.40
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2038;15;Municipio/TIOC;Chuquisaca;Oropeza;Yotala;Mujeres;1231.00;1265.00;1154.00;0.10;77.00;0.10;111.00;0.10;-34.00;188.00;12.30;17.80;-5.40;-0.20;1337.00;1336.00;1255.00;0.10;82.00;0.10;81.00;0.10;1.00;163.00;12.30;12.10;0.10;0.00;1393.00;1347.00;1290.00;0.10;103.00;0.10;57.00;0.10;46.00;160.00;15.00;8.30;6.70;0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2039;16;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Poroma;4436.00;4558.00;4303.00;0.20;133.00;0.10;255.00;0.10;-122.00;388.00;5.90;11.30;-5.40;-0.30;4731.00;4925.00;4637.00;0.20;94.00;0.00;288.00;0.10;-194.00;382.00;3.90;11.90;-8.00;-0.50;3744.00;3810.00;3619.00;0.10;125.00;0.10;191.00;0.10;-66.00;316.00;6.60;10.10;-3.50;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2040;17;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Hombres;2204.00;2263.00;2122.00;0.20;82.00;0.10;141.00;0.10;-59.00;223.00;7.30;12.60;-5.30;-0.30;2369.00;2455.00;2311.00;0.20;58.00;0.10;144.00;0.10;-86.00;202.00;4.80;11.90;-7.10;-0.40;1927.00;1959.00;1863.00;0.10;64.00;0.10;96.00;0.10;-32.00;160.00;6.60;9.90;-3.30;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2041;18;Municipio/TIOC;Chuquisaca;Oropeza;Poroma;Mujeres;2232.00;2295.00;2181.00;0.20;51.00;0.10;114.00;0.10;-63.00;165.00;4.50;10.10;-5.60;-0.40;2362.00;2470.00;2326.00;0.20;36.00;0.00;144.00;0.20;-108.00;180.00;3.00;11.90;-8.90;-0.60;1817.00;1851.00;1756.00;0.10;61.00;0.10;95.00;0.10;-34.00;156.00;6.70;10.40;-3.70;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2042;19;Provincia;Chuquisaca;Azurduy;;Azurduy;6211.00;6555.00;6078.00;0.30;133.00;0.10;477.00;0.20;-344.00;610.00;4.20;14.90;-10.80;-0.60;6642.00;6903.00;6384.00;0.20;258.00;0.10;519.00;0.30;-261.00;777.00;7.60;15.30;-7.70;-0.30;7125.00;7256.00;6815.00;0.20;310.00;0.10;441.00;0.20;-131.00;751.00;8.60;12.30;-3.60;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2043;20;Provincia;Chuquisaca;Azurduy;;Hombres;3208.00;3404.00;3166.00;0.30;42.00;0.00;238.00;0.30;-196.00;280.00;2.50;14.40;-11.90;-0.70;3315.00;3418.00;3166.00;0.20;149.00;0.10;252.00;0.20;-103.00;401.00;8.90;15.00;-6.10;-0.30;3569.00;3638.00;3410.00;0.20;159.00;0.10;228.00;0.20;-69.00;387.00;8.80;12.70;-3.80;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2044;21;Provincia;Chuquisaca;Azurduy;;Mujeres;3003.00;3151.00;2912.00;0.30;91.00;0.10;239.00;0.20;-148.00;330.00;5.90;15.50;-9.60;-0.40;3327.00;3485.00;3218.00;0.20;109.00;0.10;267.00;0.30;-158.00;376.00;6.40;15.70;-9.30;-0.40;3556.00;3618.00;3405.00;0.20;151.00;0.10;213.00;0.20;-62.00;364.00;8.40;11.90;-3.50;-0.20
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2045;22;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Azurduy;2606.00;2749.00;2543.00;0.10;63.00;0.00;206.00;0.10;-143.00;269.00;4.70;15.40;-10.70;-0.50;2825.00;3016.00;2705.00;0.10;120.00;0.10;311.00;0.10;-191.00;431.00;8.20;21.30;-13.10;-0.40;2291.00;2418.00;2175.00;0.10;116.00;0.00;243.00;0.10;-127.00;359.00;9.90;20.60;-10.80;-0.40
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2046;23;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Hombres;1255.00;1315.00;1214.00;0.10;41.00;0.00;101.00;0.10;-60.00;142.00;6.40;15.70;-9.30;-0.40;1419.00;1498.00;1344.00;0.10;75.00;0.10;154.00;0.10;-79.00;229.00;10.30;21.10;-10.80;-0.30;1151.00;1215.00;1090.00;0.10;61.00;0.00;125.00;0.10;-64.00;186.00;10.30;21.10;-10.80;-0.30
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2047;24;Municipio/TIOC;Chuquisaca;Azurduy;Azurduy;Mujeres;1351.00;1434.00;1329.00;0.10;22.00;0.00;105.00;0.10;-83.00;127.00;3.20;15.10;-11.90;-0.70;1406.00;1518.00;1361.00;0.10;45.00;0.00;157.00;0.20;-112.00;202.00;6.20;21.50;-15.30;-0.60;1140.00;1203.00;1085.00;0.10;55.00;0.10;118.00;0.10;-63.00;173.00;9.40;20.10;-10.80;-0.40
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2048;25;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Tarvita;3584.00;3711.00;3513.00;0.20;71.00;0.00;198.00;0.10;-127.00;269.00;3.90;10.90;-7.00;-0.50;3817.00;3887.00;3666.00;0.10;151.00;0.10;221.00;0.10;-70.00;372.00;7.80;11.50;-3.60;-0.20;4810.00;4812.00;4616.00;0.10;194.00;0.10;196.00;0.10;-2.00;390.00;8.10;8.10;-0.10;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2049;26;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Hombres;1732.00;1782.00;1686.00;0.20;46.00;0.00;96.00;0.10;-50.00;142.00;5.20;10.90;-5.70;-0.40;1896.00;1920.00;1817.00;0.10;79.00;0.10;103.00;0.10;-24.00;182.00;8.30;10.80;-2.50;-0.10;2405.00;2408.00;2307.00;0.10;98.00;0.10;101.00;0.10;-3.00;199.00;8.10;8.40;-0.20;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2050;27;Municipio/TIOC;Chuquisaca;Azurduy;Tarvita;Mujeres;1852.00;1929.00;1827.00;0.20;25.00;0.00;102.00;0.10;-77.00;127.00;2.60;10.80;-8.10;-0.60;1921.00;1967.00;1849.00;0.10;72.00;0.10;118.00;0.10;-46.00;190.00;7.40;12.10;-4.70;-0.20;2405.00;2404.00;2309.00;0.10;96.00;0.10;95.00;0.10;1.00;191.00;8.00;7.90;0.10;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2051;28;Provincia;Chuquisaca;Zudáñez;;Zudáñez;8442.00;8689.00;8055.00;0.40;387.00;0.20;634.00;0.30;-247.00;1021.00;9.00;14.80;-5.80;-0.20;11176.00;11355.00;10736.00;0.40;440.00;0.20;619.00;0.30;-179.00;1059.00;7.80;11.00;-3.20;-0.20;13669.00;13675.00;13116.00;0.40;553.00;0.20;559.00;0.20;-6.00;1112.00;8.10;8.20;-0.10;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2052;29;Provincia;Chuquisaca;Zudáñez;;Hombres;4281.00;4426.00;4131.00;0.40;150.00;0.20;295.00;0.30;-145.00;445.00;6.90;13.60;-6.70;-0.30;5580.00;5655.00;5347.00;0.40;233.00;0.20;308.00;0.30;-75.00;541.00;8.30;11.00;-2.70;-0.10;7060.00;7081.00;6764.00;0.40;296.00;0.20;317.00;0.30;-21.00;613.00;8.40;9.00;-0.60;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2053;30;Provincia;Chuquisaca;Zudáñez;;Mujeres;4161.00;4263.00;3924.00;0.40;237.00;0.20;339.00;0.30;-102.00;576.00;11.30;16.10;-4.80;-0.20;5596.00;5700.00;5389.00;0.40;207.00;0.20;311.00;0.40;-104.00;518.00;7.30;11.00;-3.70;-0.20;6609.00;6594.00;6352.00;0.30;257.00;0.20;242.00;0.20;15.00;499.00;7.80;7.30;0.50;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2054;31;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Zudáñez;1946.00;1958.00;1794.00;0.10;152.00;0.10;164.00;0.10;-12.00;316.00;15.60;16.80;-1.20;0.00;3421.00;3452.00;3266.00;0.10;155.00;0.10;186.00;0.10;-31.00;341.00;9.00;10.80;-1.80;-0.10;4442.00;4440.00;4221.00;0.10;221.00;0.10;219.00;0.10;2.00;440.00;10.00;9.90;0.10;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2055;32;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Hombres;969.00;963.00;883.00;0.10;86.00;0.10;80.00;0.10;6.00;166.00;17.80;16.60;1.20;0.00;1717.00;1725.00;1634.00;0.10;83.00;0.10;91.00;0.10;-8.00;174.00;9.60;10.60;-0.90;0.00;2314.00;2309.00;2191.00;0.10;123.00;0.10;118.00;0.10;5.00;241.00;10.60;10.20;0.40;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2056;33;Municipio/TIOC;Chuquisaca;Zudáñez;Zudáñez;Mujeres;977.00;995.00;911.00;0.10;66.00;0.10;84.00;0.10;-18.00;150.00;13.40;17.00;-3.70;-0.10;1704.00;1727.00;1632.00;0.10;72.00;0.10;95.00;0.10;-23.00;167.00;8.40;11.10;-2.70;-0.10;2128.00;2131.00;2030.00;0.10;98.00;0.10;101.00;0.10;-3.00;199.00;9.20;9.50;-0.30;0.00
Bolivia: INDICADORES DE MIGRACIÓN INTERNA RECIENTE EN EL INTERVALO DE 30 A 59 AÑOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, MUNICIPIO/TIOC O TERRITORIO INDÍGENA ORIGINARIO CAMPESINO (TIOC) Y SEXO, CENSOS 2001, 2012 Y 2057;34;Municipio/TIOC;Chuquisaca;Zudáñez;Presto;Presto;2465.00;2534.00;2408.00;0.10;57.00;0.00;126.00;0.10;-69.00;183.00;4.60;10.10;-5.50;-0.40;3481.00;3511.00;3399.00;0.10;82.00;0.00;112.00;0.10;-30.00;194.00;4.70;6.40;-1.70;-0.20;3549.00;3542.00;3437.00;0.10;112.00;0.00;105.00;0.00;7.00;217.00;6.30;5.90;0.40;0.00
